# main body x,main body y,wheel left x,wheel left y,wheel right x,wheel right y,right 1 external,right 1 internal,wheel left hinge internal,wheel left hinge external,wheel left hinge applied force,wheel left hinge applied velocity,wheel right hinge internal,wheel right hinge external,wheel right hinge applied force,wheel right hinge applied velocity
2.292,0.032,2.242,0.101,2.342,-0.037,-1.000,0.500,-2.076,-0.208,1000.000,7.616,-2.105,-0.211,1000.000,7.616
2.294,0.033,2.244,0.102,2.344,-0.036,-1.000,0.500,-2.152,-0.215,1000.000,7.616,-2.181,-0.218,1000.000,7.616
2.296,0.034,2.246,0.103,2.346,-0.034,-1.000,0.500,-2.228,-0.223,1000.000,7.616,-2.258,-0.226,1000.000,7.616
2.298,0.036,2.248,0.105,2.348,-0.033,-1.000,0.500,-2.304,-0.230,1000.000,7.616,-2.334,-0.233,1000.000,7.616
2.300,0.037,2.250,0.106,2.350,-0.032,-1.000,0.500,-2.380,-0.238,1000.000,7.616,-2.410,-0.241,1000.000,7.616
2.301,0.038,2.251,0.107,2.351,-0.030,-1.000,0.500,-2.456,-0.246,1000.000,7.616,-2.486,-0.249,1000.000,7.616
2.303,0.040,2.253,0.109,2.353,-0.029,-1.000,0.500,-2.532,-0.253,1000.000,7.616,-2.562,-0.256,1000.000,7.616
2.305,0.041,2.255,0.110,2.355,-0.028,-1.000,0.500,-2.608,-0.261,1000.000,7.616,-2.638,-0.264,1000.000,7.616
2.307,0.042,2.257,0.111,2.357,-0.026,-1.000,0.500,-2.684,-0.268,1000.000,7.616,-2.714,-0.271,1000.000,7.616
2.309,0.044,2.259,0.113,2.359,-0.025,-1.000,0.500,-2.760,-0.276,1000.000,7.616,-2.790,-0.279,1000.000,7.616
2.311,0.045,2.261,0.114,2.361,-0.024,-1.000,0.500,-2.836,-0.284,1000.000,7.616,-2.866,-0.287,1000.000,7.616
2.312,0.046,2.263,0.115,2.362,-0.022,-1.000,0.500,-2.912,-0.291,1000.000,7.616,-2.942,-0.294,1000.000,7.616
2.314,0.048,2.264,0.117,2.364,-0.021,-1.000,0.500,-2.988,-0.299,1000.000,7.616,-3.018,-0.302,1000.000,7.616
2.316,0.049,2.266,0.118,2.366,-0.020,-1.000,0.500,-3.064,-0.306,1000.000,7.616,-3.094,-0.309,1000.000,7.616
2.318,0.050,2.268,0.119,2.368,-0.018,-1.000,0.500,-3.141,-0.314,1000.000,7.616,3.113,0.311,1000.000,7.616
2.320,0.052,2.270,0.121,2.370,-0.017,-1.000,0.500,3.066,0.307,1000.000,7.616,3.037,0.304,1000.000,7.616
2.322,0.053,2.272,0.122,2.372,-0.016,-1.000,0.500,2.990,0.299,1000.000,7.616,2.961,0.296,1000.000,7.616
2.324,0.054,2.274,0.123,2.374,-0.014,-1.000,0.500,2.914,0.291,1000.000,7.616,2.885,0.288,1000.000,7.616
2.325,0.056,2.275,0.125,2.375,-0.013,-1.000,0.500,2.838,0.284,1000.000,7.616,2.809,0.281,1000.000,7.616
2.327,0.057,2.277,0.126,2.377,-0.012,-1.000,0.500,2.762,0.276,1000.000,7.616,2.733,0.273,1000.000,7.616
2.329,0.058,2.279,0.127,2.379,-0.010,-1.000,0.500,2.686,0.269,1000.000,7.616,2.657,0.266,1000.000,7.616
2.331,0.060,2.281,0.129,2.381,-0.009,-1.000,0.500,2.610,0.261,1000.000,7.616,2.581,0.258,1000.000,7.616
2.333,0.061,2.283,0.130,2.383,-0.008,-1.000,0.500,2.534,0.253,1000.000,7.616,2.505,0.250,1000.000,7.616
2.335,0.062,2.285,0.131,2.385,-0.006,-1.000,0.500,2.458,0.246,1000.000,7.616,2.429,0.243,1000.000,7.616
2.336,0.064,2.287,0.133,2.386,-0.005,-1.000,0.500,2.382,0.238,1000.000,7.616,2.353,0.235,1000.000,7.616
2.338,0.065,2.288,0.134,2.388,-0.004,-1.000,0.500,2.306,0.231,1000.000,7.616,2.277,0.228,1000.000,7.616
2.340,0.066,2.290,0.135,2.390,-0.002,-1.000,0.500,2.230,0.223,1000.000,7.616,2.201,0.220,1000.000,7.616
2.342,0.068,2.292,0.137,2.392,-0.001,-1.000,0.500,2.154,0.215,1000.000,7.616,2.125,0.212,1000.000,7.616
2.344,0.069,2.294,0.138,2.394,0.000,-1.000,0.500,2.078,0.208,1000.000,7.616,2.048,0.205,1000.000,7.616
2.346,0.070,2.296,0.139,2.396,0.002,-1.000,0.500,2.002,0.200,1000.000,7.616,1.973,0.197,1000.000,7.616
2.348,0.072,2.298,0.141,2.397,0.003,-1.000,0.500,1.926,0.193,1000.000,7.616,1.896,0.190,1000.000,7.616
2.349,0.073,2.299,0.142,2.399,0.004,-1.000,0.500,1.850,0.185,1000.000,7.616,1.820,0.182,1000.000,7.616
2.351,0.074,2.301,0.143,2.401,0.006,-1.000,0.500,1.773,0.177,1000.000,7.616,1.744,0.174,1000.000,7.616
2.353,0.076,2.303,0.145,2.403,0.007,-1.000,0.500,1.697,0.170,1000.000,7.616,1.668,0.167,1000.000,7.616
2.355,0.077,2.305,0.146,2.405,0.008,-1.000,0.500,1.621,0.162,1000.000,7.616,1.592,0.159,1000.000,7.616
2.357,0.078,2.307,0.147,2.407,0.010,-1.000,0.500,1.545,0.155,1000.000,7.616,1.516,0.152,1000.000,7.616
2.359,0.080,2.309,0.149,2.409,0.011,-1.000,0.500,1.469,0.147,1000.000,7.616,1.440,0.144,1000.000,7.616
2.360,0.081,2.311,0.150,2.410,0.012,-1.000,0.500,1.393,0.139,1000.000,7.616,1.364,0.136,1000.000,7.616
2.362,0.082,2.312,0.151,2.412,0.014,-1.000,0.500,1.317,0.132,1000.000,7.616,1.288,0.129,1000.000,7.616
2.364,0.084,2.314,0.153,2.414,0.015,-1.000,0.500,1.241,0.124,1000.000,7.616,1.212,0.121,1000.000,7.616
2.366,0.085,2.316,0.154,2.416,0.016,-1.000,0.500,1.165,0.116,1000.000,7.616,1.136,0.114,1000.000,7.616
2.368,0.086,2.318,0.155,2.418,0.018,-1.000,0.500,1.089,0.109,1000.000,7.616,1.060,0.106,1000.000,7.616
2.370,0.088,2.320,0.157,2.420,0.019,-1.000,0.500,1.012,0.101,1000.000,7.616,0.984,0.098,1000.000,7.616
2.372,0.089,2.322,0.158,2.421,0.020,-1.000,0.500,0.936,0.094,1000.000,7.616,0.908,0.091,1000.000,7.616
2.373,0.090,2.324,0.159,2.423,0.022,-1.000,0.500,0.860,0.086,1000.000,7.616,0.832,0.083,1000.000,7.616
2.375,0.092,2.325,0.161,2.425,0.023,-1.000,0.500,0.784,0.078,1000.000,7.616,0.756,0.076,1000.000,7.616
2.377,0.093,2.327,0.162,2.427,0.024,-1.000,0.500,0.708,0.071,1000.000,7.616,0.680,0.068,1000.000,7.616
2.379,0.094,2.329,0.163,2.429,0.026,-1.000,0.500,0.632,0.063,1000.000,7.616,0.604,0.060,1000.000,7.616
2.381,0.096,2.331,0.165,2.431,0.027,-1.000,0.500,0.556,0.056,1000.000,7.616,0.528,0.053,1000.000,7.616
2.383,0.097,2.333,0.166,2.432,0.028,-1.000,0.500,0.480,0.048,1000.000,7.616,0.452,0.045,1000.000,7.616
2.384,0.098,2.335,0.167,2.434,0.030,-1.000,0.500,0.404,0.040,1000.000,7.616,0.375,0.038,1000.000,7.616
2.386,0.100,2.336,0.169,2.436,0.031,-1.000,0.500,0.328,0.033,1000.000,7.616,0.299,0.030,1000.000,7.616
2.388,0.101,2.338,0.170,2.438,0.032,-1.000,0.500,0.251,0.025,1000.000,7.616,0.223,0.022,1000.000,7.616
2.390,0.102,2.340,0.171,2.440,0.034,-1.000,0.500,0.175,0.018,1000.000,7.616,0.147,0.015,1000.000,7.616
2.392,0.104,2.342,0.173,2.442,0.035,-1.000,0.500,0.099,0.010,1000.000,7.616,0.071,0.007,1000.000,7.616
2.394,0.105,2.344,0.174,2.444,0.036,-1.000,0.500,0.023,0.002,1000.000,7.616,-0.005,-0.000,1000.000,7.616
2.396,0.106,2.346,0.175,2.445,0.038,-1.000,0.500,-0.053,-0.005,1000.000,7.616,-0.081,-0.008,1000.000,7.616
2.397,0.108,2.348,0.177,2.447,0.039,-1.000,0.500,-0.129,-0.013,1000.000,7.616,-0.157,-0.016,1000.000,7.616
2.399,0.109,2.349,0.178,2.449,0.040,-1.000,0.500,-0.205,-0.020,1000.000,7.616,-0.233,-0.023,1000.000,7.616
2.401,0.110,2.351,0.179,2.451,0.042,-1.000,0.500,-0.281,-0.028,1000.000,7.616,-0.309,-0.031,1000.000,7.616
2.403,0.112,2.353,0.181,2.453,0.043,-1.000,0.500,-0.357,-0.036,1000.000,7.616,-0.385,-0.038,1000.000,7.616
2.405,0.113,2.355,0.182,2.455,0.044,-1.000,0.500,-0.433,-0.043,1000.000,7.616,-0.461,-0.046,1000.000,7.616
