# main body x,main body y,wheel left x,wheel left y,wheel right x,wheel right y,right 1 external,right 1 internal,wheel left hinge internal,wheel left hinge external,wheel left hinge applied force,wheel left hinge applied velocity,wheel right hinge internal,wheel right hinge external,wheel right hinge applied force,wheel right hinge applied velocity
2.957,0.511,2.907,0.580,3.006,0.442,-1.000,0.500,1.957,0.196,1000.000,7.616,1.929,0.193,1000.000,7.616
2.958,0.512,2.909,0.581,3.008,0.443,-1.000,0.500,1.881,0.188,1000.000,7.616,1.853,0.185,1000.000,7.616
2.960,0.513,2.910,0.582,3.010,0.444,-1.000,0.500,1.805,0.180,1000.000,7.616,1.777,0.178,1000.000,7.616
2.962,0.515,2.912,0.584,3.012,0.446,-1.000,0.500,1.728,0.173,1000.000,7.616,1.701,0.170,1000.000,7.616
2.964,0.516,2.914,0.585,3.014,0.447,-1.000,0.500,1.652,0.165,1000.000,7.616,1.625,0.162,1000.000,7.616
2.966,0.517,2.916,0.586,3.016,0.448,-1.000,0.500,1.576,0.158,1000.000,7.616,1.549,0.155,1000.000,7.616
2.968,0.519,2.918,0.588,3.017,0.450,-1.000,0.500,1.500,0.150,1000.000,7.616,1.472,0.147,1000.000,7.616
2.969,0.520,2.920,0.589,3.019,0.451,-1.000,0.500,1.424,0.142,1000.000,7.616,1.396,0.140,1000.000,7.616
2.971,0.521,2.922,0.590,3.021,0.452,-1.000,0.500,1.348,0.135,1000.000,7.616,1.320,0.132,1000.000,7.616
2.973,0.523,2.923,0.592,3.023,0.454,-1.000,0.500,1.272,0.127,1000.000,7.616,1.244,0.124,1000.000,7.616
2.975,0.524,2.925,0.593,3.025,0.455,-1.000,0.500,1.196,0.120,1000.000,7.616,1.168,0.117,1000.000,7.616
2.977,0.525,2.927,0.594,3.027,0.456,-1.000,0.500,1.120,0.112,1000.000,7.616,1.092,0.109,1000.000,7.616
2.979,0.527,2.929,0.596,3.028,0.458,-1.000,0.500,1.044,0.104,1000.000,7.616,1.016,0.102,1000.000,7.616
2.981,0.528,2.931,0.597,3.030,0.459,-1.000,0.500,0.968,0.097,1000.000,7.616,0.940,0.094,1000.000,7.616
2.982,0.529,2.933,0.598,3.032,0.460,-1.000,0.500,0.892,0.089,1000.000,7.616,0.864,0.086,1000.000,7.616
2.984,0.531,2.934,0.600,3.034,0.462,-1.000,0.500,0.816,0.082,1000.000,7.616,0.788,0.079,1000.000,7.616
2.986,0.532,2.936,0.601,3.036,0.463,-1.000,0.500,0.740,0.074,1000.000,7.616,0.712,0.071,1000.000,7.616
2.988,0.533,2.938,0.602,3.038,0.464,-1.000,0.500,0.664,0.066,1000.000,7.616,0.636,0.064,1000.000,7.616
2.990,0.535,2.940,0.603,3.040,0.466,-1.000,0.500,0.588,0.059,1000.000,7.616,0.560,0.056,1000.000,7.616
2.992,0.536,2.942,0.605,3.041,0.467,-1.000,0.500,0.512,0.051,1000.000,7.616,0.484,0.048,1000.000,7.616
2.993,0.537,2.944,0.606,3.043,0.468,-1.000,0.500,0.436,0.044,1000.000,7.616,0.407,0.041,1000.000,7.616
2.995,0.539,2.946,0.607,3.045,0.470,-1.000,0.500,0.360,0.036,1000.000,7.616,0.331,0.033,1000.000,7.616
2.997,0.540,2.947,0.609,3.047,0.471,-1.000,0.500,0.284,0.028,1000.000,7.616,0.255,0.026,1000.000,7.616
2.999,0.541,2.949,0.610,3.049,0.472,-1.000,0.500,0.208,0.021,1000.000,7.616,0.179,0.018,1000.000,7.616
3.001,0.543,2.951,0.611,3.051,0.474,-1.000,0.500,0.132,0.013,1000.000,7.616,0.103,0.010,1000.000,7.616
3.003,0.544,2.953,0.613,3.052,0.475,-1.000,0.500,0.056,0.006,1000.000,7.616,0.027,0.003,1000.000,7.616
3.005,0.545,2.955,0.614,3.054,0.476,-1.000,0.500,-0.020,-0.002,1000.000,7.616,-0.049,-0.005,1000.000,7.616
3.006,0.547,2.957,0.615,3.056,0.478,-1.000,0.500,-0.096,-0.010,1000.000,7.616,-0.125,-0.012,1000.000,7.616
3.008,0.548,2.958,0.617,3.058,0.479,-1.000,0.500,-0.172,-0.017,1000.000,7.616,-0.201,-0.020,1000.000,7.616
3.010,0.549,2.960,0.618,3.060,0.480,-1.000,0.500,-0.249,-0.025,1000.000,7.616,-0.277,-0.028,1000.000,7.616
3.012,0.551,2.962,0.619,3.062,0.482,-1.000,0.500,-0.324,-0.032,1000.000,7.616,-0.353,-0.035,1000.000,7.616
3.014,0.552,2.964,0.621,3.064,0.483,-1.000,0.500,-0.401,-0.040,1000.000,7.616,-0.429,-0.043,1000.000,7.616
3.016,0.553,2.966,0.622,3.065,0.484,-1.000,0.500,-0.477,-0.048,1000.000,7.616,-0.505,-0.051,1000.000,7.616
3.017,0.555,2.968,0.623,3.067,0.486,-1.000,0.500,-0.553,-0.055,1000.000,7.616,-0.581,-0.058,1000.000,7.616
3.019,0.556,2.969,0.625,3.069,0.487,-1.000,0.500,-0.629,-0.063,1000.000,7.616,-0.657,-0.066,1000.000,7.616
3.021,0.557,2.971,0.626,3.071,0.488,-1.000,0.500,-0.705,-0.070,1000.000,7.616,-0.733,-0.073,1000.000,7.616
3.023,0.559,2.973,0.627,3.073,0.490,-1.000,0.500,-0.781,-0.078,1000.000,7.616,-0.810,-0.081,1000.000,7.616
3.025,0.560,2.975,0.629,3.075,0.491,-1.000,0.500,-0.857,-0.086,1000.000,7.616,-0.886,-0.089,1000.000,7.616
3.027,0.561,2.977,0.630,3.076,0.492,-1.000,0.500,-0.933,-0.093,1000.000,7.616,-0.962,-0.096,1000.000,7.616
3.028,0.563,2.979,0.631,3.078,0.494,-1.000,0.500,-1.009,-0.101,1000.000,7.616,-1.038,-0.104,1000.000,7.616
3.030,0.564,2.981,0.633,3.080,0.495,-1.000,0.500,-1.085,-0.108,1000.000,7.616,-1.114,-0.111,1000.000,7.616
3.032,0.565,2.982,0.634,3.082,0.496,-1.000,0.500,-1.161,-0.116,1000.000,7.616,-1.190,-0.119,1000.000,7.616
3.034,0.567,2.984,0.635,3.084,0.498,-1.000,0.500,-1.237,-0.124,1000.000,7.616,-1.266,-0.127,1000.000,7.616
3.036,0.568,2.986,0.637,3.086,0.499,-1.000,0.500,-1.313,-0.131,1000.000,7.616,-1.342,-0.134,1000.000,7.616
3.038,0.569,2.988,0.638,3.087,0.500,-1.000,0.500,-1.389,-0.139,1000.000,7.616,-1.418,-0.142,1000.000,7.616
3.040,0.570,2.990,0.639,3.089,0.502,-1.000,0.500,-1.465,-0.147,1000.000,7.616,-1.494,-0.149,1000.000,7.616
3.041,0.572,2.992,0.641,3.091,0.503,-1.000,0.500,-1.541,-0.154,1000.000,7.616,-1.570,-0.157,1000.000,7.616
3.043,0.573,2.993,0.642,3.093,0.504,-1.000,0.500,-1.617,-0.162,1000.000,7.616,-1.646,-0.165,1000.000,7.616
3.045,0.574,2.995,0.643,3.095,0.506,-1.000,0.500,-1.693,-0.169,1000.000,7.616,-1.722,-0.172,1000.000,7.616
3.047,0.576,2.997,0.645,3.097,0.507,-1.000,0.500,-1.769,-0.177,1000.000,7.616,-1.798,-0.180,1000.000,7.616
3.049,0.577,2.999,0.646,3.099,0.508,-1.000,0.500,-1.845,-0.185,1000.000,7.616,-1.874,-0.187,1000.000,7.616
3.051,0.578,3.001,0.647,3.100,0.510,-1.000,0.500,-1.921,-0.192,1000.000,7.616,-1.950,-0.195,1000.000,7.616
3.052,0.580,3.003,0.649,3.102,0.511,-1.000,0.500,-1.997,-0.200,1000.000,7.616,-2.027,-0.203,1000.000,7.616
3.054,0.581,3.004,0.650,3.104,0.512,-1.000,0.500,-2.073,-0.207,1000.000,7.616,-2.103,-0.210,1000.000,7.616
3.056,0.582,3.006,0.651,3.106,0.514,-1.000,0.500,-2.149,-0.215,1000.000,7.616,-2.179,-0.218,1000.000,7.616
3.058,0.584,3.008,0.653,3.108,0.515,-1.000,0.500,-2.225,-0.223,1000.000,7.616,-2.255,-0.225,1000.000,7.616
3.060,0.585,3.010,0.654,3.110,0.516,-1.000,0.500,-2.301,-0.230,1000.000,7.616,-2.331,-0.233,1000.000,7.616
3.062,0.586,3.012,0.655,3.111,0.518,-1.000,0.500,-2.377,-0.238,1000.000,7.616,-2.407,-0.241,1000.000,7.616
3.063,0.588,3.014,0.657,3.113,0.519,-1.000,0.500,-2.454,-0.245,1000.000,7.616,-2.483,-0.248,1000.000,7.616
3.065,0.589,3.016,0.658,3.115,0.520,-1.000,0.500,-2.530,-0.253,1000.000,7.616,-2.559,-0.256,1000.000,7.616
3.067,0.590,3.017,0.659,3.117,0.522,-1.000,0.500,-2.606,-0.261,1000.000,7.616,-2.635,-0.264,1000.000,7.616
3.069,0.592,3.019,0.661,3.119,0.523,-1.000,0.500,-2.682,-0.268,1000.000,7.616,-2.711,-0.271,1000.000,7.616
3.071,0.593,3.021,0.662,3.121,0.524,-1.000,0.500,-2.758,-0.276,1000.000,7.616,-2.787,-0.279,1000.000,7.616
3.073,0.594,3.023,0.663,3.123,0.526,-1.000,0.500,-2.834,-0.283,1000.000,7.616,-2.863,-0.286,1000.000,7.616
3.075,0.596,3.025,0.665,3.124,0.527,-1.000,0.500,-2.910,-0.291,1000.000,7.616,-2.939,-0.294,1000.000,7.616
3.076,0.597,3.027,0.666,3.126,0.528,-1.000,0.500,-2.986,-0.299,1000.000,7.616,-3.015,-0.302,1000.000,7.616
3.078,0.598,3.028,0.667,3.128,0.530,-1.000,0.500,-3.062,-0.306,1000.000,7.616,-3.092,-0.309,1000.000,7.616
3.080,0.600,3.030,0.669,3.130,0.531,-1.000,0.500,-3.138,-0.314,1000.000,7.616,3.116,0.312,1000.000,7.616
3.082,0.601,3.032,0.670,3.132,0.532,-1.000,0.500,3.069,0.307,1000.000,7.616,3.040,0.304,1000.000,7.616
3.084,0.602,3.034,0.671,3.134,0.534,-1.000,0.500,2.993,0.299,1000.000,7.616,2.964,0.296,1000.000,7.616
3.086,0.604,3.036,0.673,3.135,0.535,-1.000,0.500,2.917,0.292,1000.000,7.616,2.887,0.289,1000.000,7.616
3.087,0.605,3.038,0.674,3.137,0.536,-1.000,0.500,2.841,0.284,1000.000,7.616,2.811,0.281,1000.000,7.616
3.089,0.606,3.039,0.675,3.139,0.538,-1.000,0.500,2.765,0.277,1000.000,7.616,2.735,0.274,1000.000,7.616
3.091,0.608,3.041,0.677,3.141,0.539,-1.000,0.500,2.689,0.269,1000.000,7.616,2.659,0.266,1000.000,7.616
3.093,0.609,3.043,0.678,3.143,0.540,-1.000,0.500,2.613,0.261,1000.000,7.616,2.583,0.258,1000.000,7.616
3.095,0.610,3.045,0.679,3.145,0.542,-1.000,0.500,2.537,0.254,1000.000,7.616,2.507,0.251,1000.000,7.616
3.097,0.612,3.047,0.681,3.146,0.543,-1.000,0.500,2.461,0.246,1000.000,7.616,2.431,0.243,1000.000,7.616
3.099,0.613,3.049,0.682,3.148,0.544,-1.000,0.500,2.385,0.238,1000.000,7.616,2.355,0.236,1000.000,7.616
3.100,0.614,3.051,0.683,3.150,0.546,-1.000,0.500,2.309,0.231,1000.000,7.616,2.279,0.228,1000.000,7.616
3.102,0.616,3.052,0.685,3.152,0.547,-1.000,0.500,2.233,0.223,1000.000,7.616,2.203,0.220,1000.000,7.616
3.104,0.617,3.054,0.686,3.154,0.548,-1.000,0.500,2.157,0.216,1000.000,7.616,2.127,0.213,1000.000,7.616
3.106,0.618,3.056,0.687,3.156,0.550,-1.000,0.500,2.081,0.208,1000.000,7.616,2.051,0.205,1000.000,7.616
3.108,0.620,3.058,0.689,3.158,0.551,-1.000,0.500,2.005,0.200,1000.000,7.616,1.975,0.197,1000.000,7.616
3.110,0.621,3.060,0.690,3.159,0.552,-1.000,0.500,1.929,0.193,1000.000,7.616,1.899,0.190,1000.000,7.616
3.111,0.622,3.062,0.691,3.161,0.554,-1.000,0.500,1.853,0.185,1000.000,7.616,1.822,0.182,1000.000,7.616
3.113,0.624,3.063,0.693,3.163,0.555,-1.000,0.500,1.777,0.178,1000.000,7.616,1.746,0.175,1000.000,7.616
3.115,0.625,3.065,0.694,3.165,0.556,-1.000,0.500,1.701,0.170,1000.000,7.616,1.670,0.167,1000.000,7.616
3.117,0.626,3.067,0.695,3.167,0.557,-1.000,0.500,1.625,0.162,1000.000,7.616,1.594,0.159,1000.000,7.616
3.119,0.628,3.069,0.697,3.169,0.559,-1.000,0.500,1.549,0.155,1000.000,7.616,1.518,0.152,1000.000,7.616
3.121,0.629,3.071,0.698,3.170,0.560,-1.000,0.500,1.473,0.147,1000.000,7.616,1.442,0.144,1000.000,7.616
3.122,0.630,3.073,0.699,3.172,0.561,-1.000,0.500,1.397,0.140,1000.000,7.616,1.366,0.137,1000.000,7.616
3.124,0.632,3.074,0.701,3.174,0.563,-1.000,0.500,1.321,0.132,1000.000,7.616,1.290,0.129,1000.000,7.616
3.126,0.633,3.076,0.702,3.176,0.564,-1.000,0.500,1.245,0.124,1000.000,7.616,1.214,0.121,1000.000,7.616
3.128,0.634,3.078,0.703,3.178,0.565,-1.000,0.500,1.168,0.117,1000.000,7.616,1.138,0.114,1000.000,7.616
3.130,0.636,3.080,0.705,3.180,0.567,-1.000,0.500,1.092,0.109,1000.000,7.616,1.062,0.106,1000.000,7.616
3.132,0.637,3.082,0.706,3.182,0.568,-1.000,0.500,1.016,0.102,1000.000,7.616,0.986,0.099,1000.000,7.616
3.134,0.638,3.084,0.707,3.183,0.569,-1.000,0.500,0.940,0.094,1000.000,7.616,0.910,0.091,1000.000,7.616
3.135,0.640,3.086,0.709,3.185,0.571,-1.000,0.500,0.864,0.086,1000.000,7.616,0.834,0.083,1000.000,7.616
3.137,0.641,3.087,0.710,3.187,0.572,-1.000,0.500,0.788,0.079,1000.000,7.616,0.758,0.076,1000.000,7.616
3.139,0.642,3.089,0.711,3.189,0.573,-1.000,0.500,0.712,0.071,1000.000,7.616,0.682,0.068,1000.000,7.616
3.141,0.644,3.091,0.713,3.191,0.575,-1.000,0.500,0.636,0.064,1000.000,7.616,0.605,0.061,1000.000,7.616
3.143,0.645,3.093,0.714,3.193,0.576,-1.000,0.500,0.560,0.056,1000.000,7.616,0.529,0.053,1000.000,7.616
3.145,0.646,3.095,0.715,3.194,0.577,-1.000,0.500,0.484,0.048,1000.000,7.616,0.453,0.045,1000.000,7.616
3.146,0.648,3.097,0.717,3.196,0.579,-1.000,0.500,0.408,0.041,1000.000,7.616,0.377,0.038,1000.000,7.616
3.148,0.649,3.098,0.718,3.198,0.580,-1.000,0.500,0.332,0.033,1000.000,7.616,0.301,0.030,1000.000,7.616
3.150,0.650,3.100,0.719,3.200,0.581,-1.000,0.500,0.256,0.026,1000.000,7.616,0.225,0.023,1000.000,7.616
3.152,0.652,3.102,0.720,3.202,0.583,-1.000,0.500,0.180,0.018,1000.000,7.616,0.149,0.015,1000.000,7.616
3.154,0.653,3.104,0.722,3.204,0.584,-1.000,0.500,0.104,0.010,1000.000,7.616,0.073,0.007,1000.000,7.616
3.156,0.654,3.106,0.723,3.205,0.585,-1.000,0.500,0.028,0.003,1000.000,7.616,-0.003,-0.000,1000.000,7.616
3.157,0.656,3.108,0.724,3.207,0.587,-1.000,0.500,-0.048,-0.005,1000.000,7.616,-0.079,-0.008,1000.000,7.616
3.159,0.657,3.109,0.726,3.209,0.588,-1.000,0.500,-0.124,-0.012,1000.000,7.616,-0.155,-0.016,1000.000,7.616
3.161,0.658,3.111,0.727,3.211,0.589,-1.000,0.500,-0.200,-0.020,1000.000,7.616,-0.231,-0.023,1000.000,7.616
3.163,0.660,3.113,0.728,3.213,0.591,-1.000,0.500,-0.276,-0.028,1000.000,7.616,-0.307,-0.031,1000.000,7.616
3.165,0.661,3.115,0.730,3.215,0.592,-1.000,0.500,-0.352,-0.035,1000.000,7.616,-0.383,-0.038,1000.000,7.616
3.167,0.662,3.117,0.731,3.217,0.593,-1.000,0.500,-0.428,-0.043,1000.000,7.616,-0.459,-0.046,1000.000,7.616
3.169,0.664,3.119,0.732,3.218,0.595,-1.000,0.500,-0.504,-0.050,1000.000,7.616,-0.536,-0.054,1000.000,7.616
3.170,0.665,3.121,0.734,3.220,0.596,-1.000,0.500,-0.580,-0.058,1000.000,7.616,-0.612,-0.061,1000.000,7.616
3.172,0.666,3.122,0.735,3.222,0.597,-1.000,0.500,-0.656,-0.066,1000.000,7.616,-0.688,-0.069,1000.000,7.616
3.174,0.668,3.124,0.736,3.224,0.599,-1.000,0.500,-0.732,-0.073,1000.000,7.616,-0.764,-0.076,1000.000,7.616
3.176,0.669,3.126,0.738,3.226,0.600,-1.000,0.500,-0.809,-0.081,1000.000,7.616,-0.840,-0.084,1000.000,7.616
3.178,0.670,3.128,0.739,3.228,0.601,-1.000,0.500,-0.884,-0.088,1000.000,7.616,-0.916,-0.092,1000.000,7.616
3.180,0.672,3.130,0.740,3.229,0.603,-1.000,0.500,-0.961,-0.096,1000.000,7.616,-0.992,-0.099,1000.000,7.616
3.181,0.673,3.132,0.742,3.231,0.604,-1.000,0.500,-1.037,-0.104,1000.000,7.616,-1.068,-0.107,1000.000,7.616
3.183,0.674,3.133,0.743,3.233,0.605,-1.000,0.500,-1.113,-0.111,1000.000,7.616,-1.144,-0.114,1000.000,7.616
3.185,0.676,3.135,0.744,3.235,0.607,-1.000,0.500,-1.189,-0.119,1000.000,7.616,-1.220,-0.122,1000.000,7.616
3.187,0.677,3.137,0.746,3.237,0.608,-1.000,0.500,-1.265,-0.126,1000.000,7.616,-1.296,-0.130,1000.000,7.616
3.189,0.678,3.139,0.747,3.239,0.609,-1.000,0.500,-1.341,-0.134,1000.000,7.616,-1.372,-0.137,1000.000,7.616
3.191,0.680,3.141,0.748,3.240,0.611,-1.000,0.500,-1.417,-0.142,1000.000,7.616,-1.448,-0.145,1000.000,7.616
3.192,0.681,3.143,0.750,3.242,0.612,-1.000,0.500,-1.493,-0.149,1000.000,7.616,-1.524,-0.152,1000.000,7.616
3.194,0.682,3.144,0.751,3.244,0.613,-1.000,0.500,-1.569,-0.157,1000.000,7.616,-1.600,-0.160,1000.000,7.616
3.196,0.684,3.146,0.752,3.246,0.615,-1.000,0.500,-1.645,-0.164,1000.000,7.616,-1.676,-0.168,1000.000,7.616
3.198,0.685,3.148,0.754,3.248,0.616,-1.000,0.500,-1.721,-0.172,1000.000,7.616,-1.753,-0.175,1000.000,7.616
3.200,0.686,3.150,0.755,3.250,0.617,-1.000,0.500,-1.797,-0.180,1000.000,7.616,-1.829,-0.183,1000.000,7.616
3.202,0.688,3.152,0.756,3.252,0.619,-1.000,0.500,-1.873,-0.187,1000.000,7.616,-1.905,-0.190,1000.000,7.616
3.204,0.689,3.154,0.758,3.253,0.620,-1.000,0.500,-1.949,-0.195,1000.000,7.616,-1.981,-0.198,1000.000,7.616
3.205,0.690,3.156,0.759,3.255,0.621,-1.000,0.500,-2.025,-0.203,1000.000,7.616,-2.057,-0.206,1000.000,7.616
3.207,0.692,3.157,0.760,3.257,0.623,-1.000,0.500,-2.101,-0.210,1000.000,7.616,-2.133,-0.213,1000.000,7.616
3.209,0.693,3.159,0.762,3.259,0.624,-1.000,0.500,-2.177,-0.218,1000.000,7.616,-2.209,-0.221,1000.000,7.616
3.211,0.694,3.161,0.763,3.261,0.625,-1.000,0.500,-2.253,-0.225,1000.000,7.616,-2.285,-0.229,1000.000,7.616
3.213,0.696,3.163,0.764,3.263,0.627,-1.000,0.500,-2.329,-0.233,1000.000,7.616,-2.361,-0.236,1000.000,7.616
3.215,0.697,3.165,0.766,3.264,0.628,-1.000,0.500,-2.405,-0.241,1000.000,7.616,-2.437,-0.244,1000.000,7.616
3.216,0.698,3.167,0.767,3.266,0.629,-1.000,0.500,-2.481,-0.248,1000.000,7.616,-2.513,-0.251,1000.000,7.616
3.218,0.700,3.168,0.768,3.268,0.631,-1.000,0.500,-2.557,-0.256,1000.000,7.616,-2.589,-0.259,1000.000,7.616
3.220,0.701,3.170,0.770,3.270,0.632,-1.000,0.500,-2.633,-0.263,1000.000,7.616,-2.665,-0.267,1000.000,7.616
3.222,0.702,3.172,0.771,3.272,0.633,-1.000,0.500,-2.709,-0.271,1000.000,7.616,-2.741,-0.274,1000.000,7.616
3.224,0.704,3.174,0.772,3.274,0.635,-1.000,0.500,-2.785,-0.279,1000.000,7.616,-2.818,-0.282,1000.000,7.616
3.226,0.705,3.176,0.774,3.275,0.636,-1.000,0.500,-2.861,-0.286,1000.000,7.616,-2.894,-0.289,1000.000,7.616
3.227,0.706,3.178,0.775,3.277,0.637,-1.000,0.500,-2.937,-0.294,1000.000,7.616,-2.970,-0.297,1000.000,7.616
3.229,0.708,3.179,0.776,3.279,0.639,-1.000,0.500,-3.014,-0.301,1000.000,7.616,-3.046,-0.305,1000.000,7.616
3.231,0.709,3.181,0.778,3.281,0.640,-1.000,0.500,-3.090,-0.309,1000.000,7.616,-3.122,-0.312,1000.000,7.616
3.233,0.710,3.183,0.779,3.283,0.641,-1.000,0.500,3.118,0.312,1000.000,7.616,3.085,0.309,1000.000,7.616
3.235,0.712,3.185,0.780,3.285,0.643,-1.000,0.500,3.042,0.304,1000.000,7.616,3.009,0.301,1000.000,7.616
3.237,0.713,3.187,0.782,3.287,0.644,-1.000,0.500,2.966,0.297,1000.000,7.616,2.933,0.293,1000.000,7.616
3.239,0.714,3.189,0.783,3.288,0.645,-1.000,0.500,2.889,0.289,1000.000,7.616,2.857,0.286,1000.000,7.616
3.240,0.716,3.190,0.784,3.290,0.647,-1.000,0.500,2.813,0.281,1000.000,7.616,2.781,0.278,1000.000,7.616
3.242,0.717,3.192,0.786,3.292,0.648,-1.000,0.500,2.737,0.274,1000.000,7.616,2.705,0.271,1000.000,7.616
3.244,0.718,3.194,0.787,3.294,0.649,-1.000,0.500,2.661,0.266,1000.000,7.616,2.629,0.263,1000.000,7.616
3.246,0.720,3.196,0.788,3.296,0.651,-1.000,0.500,2.585,0.259,1000.000,7.616,2.553,0.255,1000.000,7.616
3.248,0.721,3.198,0.790,3.298,0.652,-1.000,0.500,2.509,0.251,1000.000,7.616,2.477,0.248,1000.000,7.616
3.250,0.722,3.200,0.791,3.299,0.653,-1.000,0.500,2.433,0.243,1000.000,7.616,2.401,0.240,1000.000,7.616
3.251,0.724,3.202,0.792,3.301,0.655,-1.000,0.500,2.357,0.236,1000.000,7.616,2.325,0.232,1000.000,7.616
3.253,0.725,3.203,0.794,3.303,0.656,-1.000,0.500,2.281,0.228,1000.000,7.616,2.249,0.225,1000.000,7.616
3.255,0.726,3.205,0.795,3.305,0.657,-1.000,0.500,2.205,0.221,1000.000,7.616,2.173,0.217,1000.000,7.616
3.257,0.727,3.207,0.796,3.307,0.659,-1.000,0.500,2.129,0.213,1000.000,7.616,2.096,0.210,1000.000,7.616
3.259,0.729,3.209,0.798,3.309,0.660,-1.000,0.500,2.053,0.205,1000.000,7.616,2.020,0.202,1000.000,7.616
3.261,0.730,3.211,0.799,3.310,0.661,-1.000,0.500,1.977,0.198,1000.000,7.616,1.944,0.194,1000.000,7.616
3.262,0.731,3.213,0.800,3.312,0.663,-1.000,0.500,1.901,0.190,1000.000,7.616,1.868,0.187,1000.000,7.616
3.264,0.733,3.214,0.802,3.314,0.664,-1.000,0.500,1.825,0.182,1000.000,7.616,1.792,0.179,1000.000,7.616
3.266,0.734,3.216,0.803,3.316,0.665,-1.000,0.500,1.749,0.175,1000.000,7.616,1.716,0.172,1000.000,7.616
3.268,0.735,3.218,0.804,3.318,0.667,-1.000,0.500,1.673,0.167,1000.000,7.616,1.640,0.164,1000.000,7.616
3.270,0.737,3.220,0.806,3.320,0.668,-1.000,0.500,1.597,0.160,1000.000,7.616,1.564,0.156,1000.000,7.616
3.272,0.738,3.222,0.807,3.322,0.669,-1.000,0.500,1.521,0.152,1000.000,7.616,1.488,0.149,1000.000,7.616
3.274,0.739,3.224,0.808,3.323,0.671,-1.000,0.500,1.445,0.144,1000.000,7.616,1.412,0.141,1000.000,7.616
3.275,0.741,3.225,0.810,3.325,0.672,-1.000,0.500,1.369,0.137,1000.000,7.616,1.336,0.134,1000.000,7.616
3.277,0.742,3.227,0.811,3.327,0.673,-1.000,0.500,1.293,0.129,1000.000,7.616,1.260,0.126,1000.000,7.616
3.279,0.743,3.229,0.812,3.329,0.675,-1.000,0.500,1.217,0.122,1000.000,7.616,1.184,0.118,1000.000,7.616
3.281,0.745,3.231,0.814,3.331,0.676,-1.000,0.500,1.141,0.114,1000.000,7.616,1.108,0.111,1000.000,7.616
3.283,0.746,3.233,0.815,3.333,0.677,-1.000,0.500,1.065,0.106,1000.000,7.616,1.032,0.103,1000.000,7.616
3.285,0.747,3.235,0.816,3.334,0.679,-1.000,0.500,0.989,0.099,1000.000,7.616,0.956,0.096,1000.000,7.616
3.286,0.749,3.237,0.818,3.336,0.680,-1.000,0.500,0.913,0.091,1000.000,7.616,0.879,0.088,1000.000,7.616
3.288,0.750,3.238,0.819,3.338,0.681,-1.000,0.500,0.837,0.084,1000.000,7.616,0.803,0.080,1000.000,7.616
3.290,0.751,3.240,0.820,3.340,0.683,-1.000,0.500,0.761,0.076,1000.000,7.574,0.727,0.073,1000.000,7.616
3.292,0.753,3.242,0.822,3.342,0.684,-1.000,0.500,0.685,0.068,1000.000,7.574,0.651,0.065,1000.000,7.616
3.294,0.754,3.244,0.823,3.344,0.685,-1.000,0.500,0.609,0.061,1000.000,7.574,0.575,0.058,1000.000,7.616
3.296,0.755,3.246,0.824,3.345,0.687,-1.000,0.500,0.533,0.053,1000.000,7.574,0.499,0.050,1000.000,7.616
3.297,0.757,3.248,0.826,3.347,0.688,-1.000,0.500,0.458,0.046,1000.000,7.574,0.423,0.042,1000.000,7.616
3.299,0.758,3.249,0.827,3.349,0.689,-1.000,0.500,0.382,0.038,1000.000,7.574,0.347,0.035,1000.000,7.616
3.301,0.759,3.251,0.828,3.351,0.691,-1.000,0.500,0.306,0.031,1000.000,7.574,0.271,0.027,1000.000,7.616
3.303,0.761,3.253,0.830,3.353,0.692,-1.000,0.500,0.230,0.023,1000.000,7.574,0.195,0.019,1000.000,7.616
3.305,0.762,3.255,0.831,3.355,0.693,-1.000,0.500,0.155,0.015,1000.000,7.574,0.119,0.012,1000.000,7.616
3.307,0.763,3.257,0.832,3.357,0.695,-1.000,0.500,0.079,0.008,1000.000,7.574,0.043,0.004,1000.000,7.616
3.308,0.765,3.259,0.834,3.358,0.696,-1.000,0.500,0.003,0.000,1000.000,7.355,-0.033,-0.003,1000.000,7.616
3.310,0.766,3.260,0.835,3.360,0.697,-1.000,0.500,-0.071,-0.007,1000.000,7.355,-0.110,-0.011,1000.000,7.616
3.312,0.767,3.262,0.836,3.362,0.699,-1.000,0.500,-0.145,-0.014,1000.000,7.355,-0.185,-0.019,1000.000,7.616
3.314,0.769,3.264,0.838,3.364,0.700,-1.000,0.500,-0.218,-0.022,1000.000,7.355,-0.261,-0.026,1000.000,7.616
3.316,0.770,3.266,0.839,3.366,0.701,-1.000,0.500,-0.292,-0.029,1000.000,7.355,-0.337,-0.034,1000.000,7.616
3.318,0.771,3.268,0.840,3.368,0.703,-1.000,0.500,-0.366,-0.037,1000.000,7.355,-0.413,-0.041,1000.000,7.616
3.319,0.773,3.269,0.841,3.369,0.704,-1.000,0.500,-0.440,-0.044,1000.000,7.355,-0.489,-0.049,1000.000,7.616
3.321,0.774,3.271,0.843,3.371,0.705,-1.000,0.500,-0.513,-0.051,1000.000,7.355,-0.565,-0.057,1000.000,7.616
3.323,0.775,3.273,0.844,3.373,0.707,-1.000,0.500,-0.587,-0.059,1000.000,7.355,-0.641,-0.064,1000.000,7.616
3.325,0.777,3.275,0.845,3.375,0.708,-1.000,0.500,-0.660,-0.066,1000.000,7.355,-0.717,-0.072,1000.000,7.616
